Date,NAV,Change,Fund Name,AMC Name,Launch Date,AUM (Crore),TER (%),Return (%),YTM (%),1W (%),1M (%),3M (%),6M (%),YTD (%),1Y (%),2Y (%),3Y (%),5Y (%),1W_Rank_Out_Of_12,1M_Rank_Out_Of_12,3M_Rank_Out_Of_12,6M_Rank_Out_Of_12,YTD_Rank_Out_Of_12,1Y_Rank_Out_Of_12,2Y_Rank_Out_Of_12,3Y_Rank_Out_Of_12,5Y_Rank_Out_Of_8,Standard Deviation,Beta,Sharpe Ratio,Jension's Alpha,Treynor's Ratio,1Y,2Y,3Y,5Y,% Debt Holding,No of debt holdings,% Cash Holding
19-07-2024,1422.448,0.81,Kotak Floating Rate Fund Direct - Growth,KotakMF,14-05-2019,2960.37,0.26,7.77,7.14,0.17,0.58,1.76,4.18,7.87,8.7,8.75,8.3,6.76,6,9,7,2,1,3,4,5,4,0.65,0.63,3.54,1.32,0.04,0.0457,0.0932,0.1395,0.2159,0.9768,32,0.0232
18-07-2024,1421.6412,0.73,Kotak Floating Rate Fund Direct - Growth,KotakMF,14-05-2019,2960.37,0.26,7.77,7.14,0.17,0.58,1.76,4.18,7.87,8.7,8.75,8.3,6.76,6,9,7,2,1,3,4,5,4,0.65,0.63,3.54,1.32,0.04,0.0457,0.0932,0.1395,0.2159,0.9768,32,0.0232
16-07-2024,1420.9106,0.69,Kotak Floating Rate Fund Direct - Growth,KotakMF,14-05-2019,2960.37,0.26,7.77,7.14,0.17,0.58,1.76,4.18,7.87,8.7,8.75,8.3,6.76,6,9,7,2,1,3,4,5,4,0.65,0.63,3.54,1.32,0.04,0.0457,0.0932,0.1395,0.2159,0.9768,32,0.0232
15-07-2024,1420.2229,1.36,Kotak Floating Rate Fund Direct - Growth,KotakMF,14-05-2019,2960.37,0.26,7.77,7.14,0.17,0.58,1.76,4.18,7.87,8.7,8.75,8.3,6.76,6,9,7,2,1,3,4,5,4,0.65,0.63,3.54,1.32,0.04,0.0457,0.0932,0.1395,0.2159,0.9768,32,0.0232
12-07-2024,1418.8588,0.06,Kotak Floating Rate Fund Direct - Growth,KotakMF,14-05-2019,2960.37,0.26,7.77,7.14,0.17,0.58,1.76,4.18,7.87,8.7,8.75,8.3,6.76,6,9,7,2,1,3,4,5,4,0.65,0.63,3.54,1.32,0.04,0.0457,0.0932,0.1395,0.2159,0.9768,32,0.0232
11-07-2024,1418.8018,0.67,Kotak Floating Rate Fund Direct - Growth,KotakMF,14-05-2019,2960.37,0.26,7.77,7.14,0.17,0.58,1.76,4.18,7.87,8.7,8.75,8.3,6.76,6,9,7,2,1,3,4,5,4,0.65,0.63,3.54,1.32,0.04,0.0457,0.0932,0.1395,0.2159,0.9768,32,0.0232
10-07-2024,1418.1322,0.12,Kotak Floating Rate Fund Direct - Growth,KotakMF,14-05-2019,2960.37,0.26,7.77,7.14,0.17,0.58,1.76,4.18,7.87,8.7,8.75,8.3,6.76,6,9,7,2,1,3,4,5,4,0.65,0.63,3.54,1.32,0.04,0.0457,0.0932,0.1395,0.2159,0.9768,32,0.0232
09-07-2024,1418.0158,0.45,Kotak Floating Rate Fund Direct - Growth,KotakMF,14-05-2019,2960.37,0.26,7.77,7.14,0.17,0.58,1.76,4.18,7.87,8.7,8.75,8.3,6.76,6,9,7,2,1,3,4,5,4,0.65,0.63,3.54,1.32,0.04,0.0457,0.0932,0.1395,0.2159,0.9768,32,0.0232
08-07-2024,1417.5642,1.35,Kotak Floating Rate Fund Direct - Growth,KotakMF,14-05-2019,2960.37,0.26,7.77,7.14,0.17,0.58,1.76,4.18,7.87,8.7,8.75,8.3,6.76,6,9,7,2,1,3,4,5,4,0.65,0.63,3.54,1.32,0.04,0.0457,0.0932,0.1395,0.2159,0.9768,32,0.0232
05-07-2024,1416.2186,0.47,Kotak Floating Rate Fund Direct - Growth,KotakMF,14-05-2019,2960.37,0.26,7.77,7.14,0.17,0.58,1.76,4.18,7.87,8.7,8.75,8.3,6.76,6,9,7,2,1,3,4,5,4,0.65,0.63,3.54,1.32,0.04,0.0457,0.0932,0.1395,0.2159,0.9768,32,0.0232
04-07-2024,1415.7445,0.45,Kotak Floating Rate Fund Direct - Growth,KotakMF,14-05-2019,2960.37,0.26,7.77,7.14,0.17,0.58,1.76,4.18,7.87,8.7,8.75,8.3,6.76,6,9,7,2,1,3,4,5,4,0.65,0.63,3.54,1.32,0.04,0.0457,0.0932,0.1395,0.2159,0.9768,32,0.0232
03-07-2024,1415.2914,0.44,Kotak Floating Rate Fund Direct - Growth,KotakMF,14-05-2019,2960.37,0.26,7.77,7.14,0.17,0.58,1.76,4.18,7.87,8.7,8.75,8.3,6.76,6,9,7,2,1,3,4,5,4,0.65,0.63,3.54,1.32,0.04,0.0457,0.0932,0.1395,0.2159,0.9768,32,0.0232
02-07-2024,1414.8502,0.58,Kotak Floating Rate Fund Direct - Growth,KotakMF,14-05-2019,2960.37,0.26,7.77,7.14,0.17,0.58,1.76,4.18,7.87,8.7,8.75,8.3,6.76,6,9,7,2,1,3,4,5,4,0.65,0.63,3.54,1.32,0.04,0.0457,0.0932,0.1395,0.2159,0.9768,32,0.0232
01-07-2024,1414.2698,0.77,Kotak Floating Rate Fund Direct - Growth,KotakMF,14-05-2019,2960.37,0.26,7.77,7.14,0.17,0.58,1.76,4.18,7.87,8.7,8.75,8.3,6.76,6,9,7,2,1,3,4,5,4,0.65,0.63,3.54,1.32,0.04,0.0457,0.0932,0.1395,0.2159,0.9768,32,0.0232
28-06-2024,1413.4953,0.15,Kotak Floating Rate Fund Direct - Growth,KotakMF,14-05-2019,2960.37,0.26,7.77,7.14,0.17,0.58,1.76,4.18,7.87,8.7,8.75,8.3,6.76,6,9,7,2,1,3,4,5,4,0.65,0.63,3.54,1.32,0.04,0.0457,0.0932,0.1395,0.2159,0.9768,32,0.0232
27-06-2024,1413.3485,0.5,Kotak Floating Rate Fund Direct - Growth,KotakMF,14-05-2019,2960.37,0.26,7.77,7.14,0.17,0.58,1.76,4.18,7.87,8.7,8.75,8.3,6.76,6,9,7,2,1,3,4,5,4,0.65,0.63,3.54,1.32,0.04,0.0457,0.0932,0.1395,0.2159,0.9768,32,0.0232
26-06-2024,1412.851,0.4,Kotak Floating Rate Fund Direct - Growth,KotakMF,14-05-2019,2960.37,0.26,7.77,7.14,0.17,0.58,1.76,4.18,7.87,8.7,8.75,8.3,6.76,6,9,7,2,1,3,4,5,4,0.65,0.63,3.54,1.32,0.04,0.0457,0.0932,0.1395,0.2159,0.9768,32,0.0232
25-06-2024,1412.4523,0.41,Kotak Floating Rate Fund Direct - Growth,KotakMF,14-05-2019,2960.37,0.26,7.77,7.14,0.17,0.58,1.76,4.18,7.87,8.7,8.75,8.3,6.76,6,9,7,2,1,3,4,5,4,0.65,0.63,3.54,1.32,0.04,0.0457,0.0932,0.1395,0.2159,0.9768,32,0.0232
24-06-2024,1412.0469,0.75,Kotak Floating Rate Fund Direct - Growth,KotakMF,14-05-2019,2960.37,0.26,7.77,7.14,0.17,0.58,1.76,4.18,7.87,8.7,8.75,8.3,6.76,6,9,7,2,1,3,4,5,4,0.65,0.63,3.54,1.32,0.04,0.0457,0.0932,0.1395,0.2159,0.9768,32,0.0232
21-06-2024,1411.2982,0.16,Kotak Floating Rate Fund Direct - Growth,KotakMF,14-05-2019,2960.37,0.26,7.77,7.14,0.17,0.58,1.76,4.18,7.87,8.7,8.75,8.3,6.76,6,9,7,2,1,3,4,5,4,0.65,0.63,3.54,1.32,0.04,0.0457,0.0932,0.1395,0.2159,0.9768,32,0.0232
20-06-2024,1411.1381,0.41,Kotak Floating Rate Fund Direct - Growth,KotakMF,14-05-2019,2960.37,0.26,7.77,7.14,0.17,0.58,1.76,4.18,7.87,8.7,8.75,8.3,6.76,6,9,7,2,1,3,4,5,4,0.65,0.63,3.54,1.32,0.04,0.0457,0.0932,0.1395,0.2159,0.9768,32,0.0232
19-06-2024,1410.7286,0.6,Kotak Floating Rate Fund Direct - Growth,KotakMF,14-05-2019,2960.37,0.26,7.77,7.14,0.17,0.58,1.76,4.18,7.87,8.7,8.75,8.3,6.76,6,9,7,2,1,3,4,5,4,0.65,0.63,3.54,1.32,0.04,0.0457,0.0932,0.1395,0.2159,0.9768,32,0.0232
18-06-2024,1410.1313,1.4,Kotak Floating Rate Fund Direct - Growth,KotakMF,14-05-2019,2960.37,0.26,7.77,7.14,0.17,0.58,1.76,4.18,7.87,8.7,8.75,8.3,6.76,6,9,7,2,1,3,4,5,4,0.65,0.63,3.54,1.32,0.04,0.0457,0.0932,0.1395,0.2159,0.9768,32,0.0232
14-06-2024,1408.5486,0.53,Kotak Floating Rate Fund Direct - Growth,KotakMF,14-05-2019,2960.37,0.26,7.77,7.14,0.17,0.58,1.76,4.18,7.87,8.7,8.75,8.3,6.76,6,9,7,2,1,3,4,5,4,0.65,0.63,3.54,1.32,0.04,0.0457,0.0932,0.1395,0.2159,0.9768,32,0.0232
13-06-2024,1408.0213,0.48,Kotak Floating Rate Fund Direct - Growth,KotakMF,14-05-2019,2960.37,0.26,7.77,7.14,0.17,0.58,1.76,4.18,7.87,8.7,8.75,8.3,6.76,6,9,7,2,1,3,4,5,4,0.65,0.63,3.54,1.32,0.04,0.0457,0.0932,0.1395,0.2159,0.9768,32,0.0232
12-06-2024,1407.538,0.11,Kotak Floating Rate Fund Direct - Growth,KotakMF,14-05-2019,2960.37,0.26,7.77,7.14,0.17,0.58,1.76,4.18,7.87,8.7,8.75,8.3,6.76,6,9,7,2,1,3,4,5,4,0.65,0.63,3.54,1.32,0.04,0.0457,0.0932,0.1395,0.2159,0.9768,32,0.0232
11-06-2024,1407.4278,0.44,Kotak Floating Rate Fund Direct - Growth,KotakMF,14-05-2019,2960.37,0.26,7.77,7.14,0.17,0.58,1.76,4.18,7.87,8.7,8.75,8.3,6.76,6,9,7,2,1,3,4,5,4,0.65,0.63,3.54,1.32,0.04,0.0457,0.0932,0.1395,0.2159,0.9768,32,0.0232
10-06-2024,1406.9892,0.88,Kotak Floating Rate Fund Direct - Growth,KotakMF,14-05-2019,2960.37,0.26,7.77,7.14,0.17,0.58,1.76,4.18,7.87,8.7,8.75,8.3,6.76,6,9,7,2,1,3,4,5,4,0.65,0.63,3.54,1.32,0.04,0.0457,0.0932,0.1395,0.2159,0.9768,32,0.0232
07-06-2024,1406.1068,0.39,Kotak Floating Rate Fund Direct - Growth,KotakMF,14-05-2019,2960.37,0.26,7.77,7.14,0.17,0.58,1.76,4.18,7.87,8.7,8.75,8.3,6.76,6,9,7,2,1,3,4,5,4,0.65,0.63,3.54,1.32,0.04,0.0457,0.0932,0.1395,0.2159,0.9768,32,0.0232
06-06-2024,1405.7187,0.64,Kotak Floating Rate Fund Direct - Growth,KotakMF,14-05-2019,2960.37,0.26,7.77,7.14,0.17,0.58,1.76,4.18,7.87,8.7,8.75,8.3,6.76,6,9,7,2,1,3,4,5,4,0.65,0.63,3.54,1.32,0.04,0.0457,0.0932,0.1395,0.2159,0.9768,32,0.0232
05-06-2024,1405.0738,0.91,Kotak Floating Rate Fund Direct - Growth,KotakMF,14-05-2019,2960.37,0.26,7.77,7.14,0.17,0.58,1.76,4.18,7.87,8.7,8.75,8.3,6.76,6,9,7,2,1,3,4,5,4,0.65,0.63,3.54,1.32,0.04,0.0457,0.0932,0.1395,0.2159,0.9768,32,0.0232
04-06-2024,1404.1647,-0.6969,Kotak Floating Rate Fund Direct - Growth,KotakMF,14-05-2019,2960.37,0.26,7.77,7.14,0.17,0.58,1.76,4.18,7.87,8.7,8.75,8.3,6.76,6,9,7,2,1,3,4,5,4,0.65,0.63,3.54,1.32,0.04,0.0457,0.0932,0.1395,0.2159,0.9768,32,0.0232
03-06-2024,1405.2946,1.23,Kotak Floating Rate Fund Direct - Growth,KotakMF,14-05-2019,2960.37,0.26,7.77,7.14,0.17,0.58,1.76,4.18,7.87,8.7,8.75,8.3,6.76,6,9,7,2,1,3,4,5,4,0.65,0.63,3.54,1.32,0.04,0.0457,0.0932,0.1395,0.2159,0.9768,32,0.0232
31-05-2024,1404.0616,0.29,Kotak Floating Rate Fund Direct - Growth,KotakMF,14-05-2019,2960.37,0.26,7.77,7.14,0.17,0.58,1.76,4.18,7.87,8.7,8.75,8.3,6.76,6,9,7,2,1,3,4,5,4,0.65,0.63,3.54,1.32,0.04,0.0457,0.0932,0.1395,0.2159,0.9768,32,0.0232
30-05-2024,1403.7713,-0.01,Kotak Floating Rate Fund Direct - Growth,KotakMF,14-05-2019,2960.37,0.26,7.77,7.14,0.17,0.58,1.76,4.18,7.87,8.7,8.75,8.3,6.76,6,9,7,2,1,3,4,5,4,0.65,0.63,3.54,1.32,0.04,0.0457,0.0932,0.1395,0.2159,0.9768,32,0.0232
29-05-2024,1403.7799,0.03,Kotak Floating Rate Fund Direct - Growth,KotakMF,14-05-2019,2960.37,0.26,7.77,7.14,0.17,0.58,1.76,4.18,7.87,8.7,8.75,8.3,6.76,6,9,7,2,1,3,4,5,4,0.65,0.63,3.54,1.32,0.04,0.0457,0.0932,0.1395,0.2159,0.9768,32,0.0232
28-05-2024,1403.7546,0.1,Kotak Floating Rate Fund Direct - Growth,KotakMF,14-05-2019,2960.37,0.26,7.77,7.14,0.17,0.58,1.76,4.18,7.87,8.7,8.75,8.3,6.76,6,9,7,2,1,3,4,5,4,0.65,0.63,3.54,1.32,0.04,0.0457,0.0932,0.1395,0.2159,0.9768,32,0.0232
27-05-2024,1403.6595,0.86,Kotak Floating Rate Fund Direct - Growth,KotakMF,14-05-2019,2960.37,0.26,7.77,7.14,0.17,0.58,1.76,4.18,7.87,8.7,8.75,8.3,6.76,6,9,7,2,1,3,4,5,4,0.65,0.63,3.54,1.32,0.04,0.0457,0.0932,0.1395,0.2159,0.9768,32,0.0232
24-05-2024,1402.8031,0.97,Kotak Floating Rate Fund Direct - Growth,KotakMF,14-05-2019,2960.37,0.26,7.77,7.14,0.17,0.58,1.76,4.18,7.87,8.7,8.75,8.3,6.76,6,9,7,2,1,3,4,5,4,0.65,0.63,3.54,1.32,0.04,0.0457,0.0932,0.1395,0.2159,0.9768,32,0.0232
